Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8000035261,42162JM,NY,COM,10/09/2014,48,VAN,FRUEH,T,13230,93250,31530,,0088,88,88,347470,T301,E,0245P,,K,F,161,Ashland Pl,,01/05/0001 12:00:00 PM,408,e9,,,,,WHITE,,1997,,0,06 3,48-Bike Lane,,,
7293025506,GMB1241,NY,PAS,07/02/2014,37,4DSD,HONDA,T,10010,18210,18230,,0019,19,19,358573,T103,G,0852A,0846A,NY,F,1115,1st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2012,126-4678,0,01 7,37-Expired Muni Meter,,,
8002419777,75604JW,NY,COM,08/13/2014,69,UTIL,FRUEH,T,34590,0,0,,0014,14,14,345063,T106,D,0747A,,NY,I,S,W 41st St,35ft E/of 8th Ave,01/05/0001 12:00:00 PM,408,h1,,Y,,,GREY,,2007,,0,99 6,69-Failure to Disp Muni Recpt,,,
7899915120,PAL71110,MN,PAS,10/25/2014,69,TRAC,INTER,T,34570,0,0,,0014,14,14,353508,T106,M,1101A,,NY,I,N,W 40th St,80ft E/of 8th Ave,01/05/0001 12:00:00 PM,408,h1,,Y,,,WHITE,,0,,0,05 6,69-Failure to Disp Muni Recpt,,,
8005395103,16394CF,MD,PAS,01/22/2015,14,SUBN,CADIL,T,35590,15710,11710,,0024,24,24,343918,T103,A,0723A,,NY,F,121,W 91st St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0400P,BLACK,,0,,0,F 77,14-No Standing,,,
8005395103,16394CF,MD,PAS,01/22/2015,14,SUBN,CADIL,T,35590,15710,11710,,0024,24,24,343918,T103,A,0723A,,NY,F,121,W 91st St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0400P,BLACK,,0,,0,F 77,14-No Standing,,,
7019523766,GWD9568,NY,PAS,06/18/2015,38,4DSD,TOYOT,T,29620,35120,51020,,0045,45,45,355086,T202,M,0314P,,BX,O,4047,E Tremont Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2013,,0,Q 23,38-Failure to Display Muni Rec,,,
7367272408,EMC9490,NY,PAS,09/26/2014,14,PICK,TOYOT,T,34750,10810,10910,,0018,18,18,345323,T108,G,0142P,,NY,O,308,W 49th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,1200A,BK,,2009,,0,10 8,14-No Standing,,,
1380454633,FWM9199,NY,PAS,03/23/2015,98,SUBN,SUBAR,P,41630,54130,47130,,0088,88,88,918234,0088,0000,0628A,0626A,K,O,128,FT GREENE PL,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,RD,0,2001,-,0,,,,,
1364523875,GVT6009,NY,PAS,04/01/2015,40,SDN,HYUND,P,25530,50830,73470,,0073,73,73,936136,0073,0000,0140A,,,F,519,CHAUNCEY ST,,01/05/0001 12:00:00 PM,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
7435596619,GEP3532,NY,PAS,10/29/2014,20,4DSD,TOYOT,T,67590,41390,43110,,107,107,107,361082,T402,R,0103P,,Q,O,177-14,Wexford Ter,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,0700A,0400P,BK,,2013,,0,J 42,20A-No Parking (Non-COM),,,
7096967096,62701ME,NY,COM,07/08/2014,37,VAN,CHEVR,T,24890,18690,18710,,0019,19,19,349862,T103,N,0619P,0540P,NY,O,1276,Lexington Ave,,,408,h1,,YYYYY,1000A,1000P,BL,,2014,119-4760,0,19 7,37-Expired Muni Meter,,,
1372784524,68039JZ,NY,COM,07/14/2014,46,VAN,TOYOT,P,19010,10010,20490,,0023,23,23,940864,0023,0000,1014A,,NY,F,420,E 102 ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,BK,0,2009,-,0,,,,,
7288767553,GVM1231,NY,PAS,03/16/2015,19,SUBN,TOYOT,T,13610,0,0,,0030,30,30,359326,T103,N,0118P,,NY,I,E,Broadway,50ft N/of W 155th St,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,GY,,2012,,0,18 7,19-No Stand (bus stop),,,
8007822124,30129MG,NY,COM,04/30/2015,82,VAN,DODGE,T,34870,10510,39,,0018,18,18,331261,T106,F,0904A,,NY,F,131,W 55th St,,01/05/0001 12:00:00 PM,408,k1,,,,,WHITE,,2006,,0,06 6,82-Unaltered Commerc Vehicle,,,
1384764616,GVS9190,NY,PAS,05/30/2015,21,SUBN,JEEP,S,26230,35030,67730,,0066,66,0,510935,BK12,0000,0807A,,NY,F,531,CHURCH AVE,,01/05/0001 12:00:00 PM,408,D1,,YYYYYBB,0800A,0830A,BLACK,0,2011,-,0,,,,,
7432758827,GPR4219,NY,PAS,05/18/2015,46,SUBN,CHEVR,T,45820,35720,76950,,0043,43,43,358910,T202,R,0114P,,BX,F,1200,Leland Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,BL,,1999,,0,P 23,46A-Double Parking (Non-COM),,,
7220761776,GVV6175,NY,PAS,01/24/2015,37,4DSD,CHRYS,T,13610,29290,19890,,0005,5,5,359605,T101,D,0345P,0327P,NY,O,595,Broadway,,,408,h1,,Y,0800A,1000P,GREY,,2009,147-3034,0,74 1,37-Expired Muni Meter,,,
7220761776,GVV6175,NY,PAS,01/24/2015,37,4DSD,CHRYS,T,13610,29290,19890,,0005,5,5,359605,T101,D,0345P,0327P,NY,O,595,Broadway,,,408,h1,,Y,0800A,1000P,GREY,,2009,147-3034,0,74 1,37-Expired Muni Meter,,,
7569043250,GPP9516,NY,PAS,09/15/2014,37,4DSD,TOYOT,T,27270,22320,59520,,0048,48,48,361063,T201,J,1228P,1139A,BX,F,737,E 187th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GR,,1994,213-1168,0,26 2,37-Expired Muni Meter,,,
7062564965,8AMDTO,CT,PAS,03/17/2015,14,4DSD,ME/BE,T,34810,13610,10810,,0018,18,18,358207,T106,J,0316P,,NY,F,234,W 52nd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BLACK,,0,,0,102,14-No Standing,,,
7933855052,96828JZ,NY,COM,06/23/2015,37,VAN,CHEVR,T,17270,10210,10110,,0009,9,9,361292,T101,C,1018A,0947A,NY,F,229,E 14th St,,,408,h1,,Y,0800A,0700P,WH,,2005,145-3230,0,35 1,37-Expired Muni Meter,,,
7816738584,99049MD,NY,COM,03/31/2015,14,VAN,GMC,T,10110,17350,17370,,0009,9,9,356980,T101,A,0913A,,NY,F,310,2nd Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,2009,,0,21 1,14-No Standing,,,
8007651627,D15AUN,NJ,PAS,07/22/2014,37,4DSD,FORD,T,17790,64790,23140,,103,103,103,353159,T402,J,1112A,1056A,Q,F,147-03,88th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,0,408-1916,0,02 4,37-Expired Muni Meter,,,
7189980192,GTE9122,NY,PAS,03/19/2015,21,4DSD,TOYOT,T,73620,74780,76550,,0052,52,52,359293,T201,G,1152A,,BX,F,2516,Webb Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,WH,,2012,,0,64 2,21-No Parking (street clean),,,
7208354558,BLV8444,NY,PAS,07/18/2014,19,SUBN,DODGE,T,26670,72320,16120,,0041,41,41,350435,T202,O,1004A,,BX,F,1015,E 167th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,PR,,1999,,0,E 22,19-No Stand (bus stop),,,
7809038771,27158MD,NY,COM,02/11/2015,14,REFG,ISUZU,T,28870,27100,45440,,0001,1,1,355551,T105,J,0811A,,NY,F,41-45,Pine St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WH,,2013,,0,116,14-No Standing,,,
7314957563,GCZ9353,NY,PAS,08/11/2014,68,4DSD,VOLKS,T,90980,40404,40404,,0060,60,60,356186,T302,J,0408P,,K,O,1000,W 10th St,,01/05/0001 12:00:00 PM,408,a1,,,,,GY,,2013,,0,W 32,68-Not Pkg. Comp. w Psted Sign,,,
7380678735,EAA5885,NY,PAS,09/30/2014,21,4DSD,FORD,T,61520,32620,75080,,0050,50,50,359331,T201,M,0810A,,BX,F,3535,Riverdale Ave,,01/05/0001 12:00:00 PM,408,d1,,Y Y Y,0800A,0830A,WH,,2007,,0,R 21,21-No Parking (street clean),,,
7741570110,DCB4053,NY,PAS,01/13/2015,17,4DSD,ME/BE,T,32700,11750,15350,,0001,1,1,351250,T105,D,0125P,,NY,F,26,Vesey St,,01/05/0001 12:00:00 PM,408,c4,,YYYYY,0700A,0700P,WH,,2015,,0,082,17-No Stand (exc auth veh),,,
7741570110,DCB4053,NY,PAS,01/13/2015,17,4DSD,ME/BE,T,32700,11750,15350,,0001,1,1,351250,T105,D,0125P,,NY,F,26,Vesey St,,01/05/0001 12:00:00 PM,408,c4,,YYYYY,0700A,0700P,WH,,2015,,0,082,17-No Stand (exc auth veh),,,
1377535708,52984JT,NY,COM,11/19/2014,45,VAN,CHEVR,P,44990,35650,35670,,0027,27,27,876713,0027,0000,1035A,,NY,F,710,WEST END AVE,,01/05/0001 12:00:00 PM,408,E1,,BBBBBBB,ALL,ALL,WHITE,0,1995,-,0,,,,,
7642688829,ALU2957,NY,PAS,09/02/2014,71,4DSD,TOYOT,T,37290,16740,16890,,110,110,110,359298,T401,S,1111A,,Q,F,81-25,Broadway,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GOLD,,2005,,0,15 4,71A-Insp Sticker Expired (NYS),,,
7241906767,18058SH,NY,SCL,10/17/2014,77,BUS,STAR,T,54870,35780,20890,,103,103,103,343942,T402,M,1027A,,Q,F,115-50,Marsden St,,01/05/0001 12:00:00 PM,408,m5,,,,,YW,,2014,,0,A 42,77-Parked Bus (exc desig area),,,
7559909930,GDX3372,NY,PAS,01/21/2015,16,SUBN,FORD,T,42730,26830,41930,,0077,77,77,346124,T301,Y,1110A,,K,F,1125,Fulton St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0700A,0100P,BK,,2004,,0,A 31,16A-No Std (Com Veh) Non-COM,,,
7559909930,GDX3372,NY,PAS,01/21/2015,16,SUBN,FORD,T,42730,26830,41930,,0077,77,77,346124,T301,Y,1110A,,K,F,1125,Fulton St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0700A,0100P,BK,,2004,,0,A 31,16A-No Std (Com Veh) Non-COM,,,
7402712564,GCP9813,NY,PAS,02/06/2015,31,4DSD,BMW,T,18030,10410,25390,,0018,18,18,351256,T108,H,0517P,,NY,F,1,E 52nd St,,01/05/0001 12:00:00 PM,408,l3,,YYYYY,0700A,0600P,GY,,2008,,0,01 8,31-No Stand (Com. Mtr. Zone),,,
8027365041,CPW7763,NY,PAS,05/02/2015,38,SUBN,NISSA,T,21390,0,0,,106,106,106,356551,T402,A,1127A,,Q,I,E,121st St,25ft N/of Liberty Av,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GR,,2002,,0,26 4,38-Failure to Display Muni Rec,,,
8000846123,GKX6021,NY,PAS,01/08/2015,71,4DSD,JEEP,T,9290,10440,10590,,108,108,108,355127,T401,C,0121P,,Q,F,47-17,39th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2002,,0,30 4,71A-Insp Sticker Expired (NYS),,,
8000846123,GKX6021,NY,PAS,01/08/2015,71,4DSD,JEEP,T,9290,10440,10590,,108,108,108,355127,T401,C,0121P,,Q,F,47-17,39th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2002,,0,30 4,71A-Insp Sticker Expired (NYS),,,
7554298800,D52DZC,NJ,PAS,02/07/2015,40,SUBN,HONDA,T,32320,42920,64520,,0044,44,44,359582,T801,A,0915P,,BX,F,111,Featherbed Ln,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,SILVE,,0,,0,I 21,40-Fire Hydrant,,,
7536595414,FFV3610,NY,PAS,07/01/2014,21,SUBN,INFIN,T,86430,66730,17530,,0094,94,94,357362,T301,B,0836A,,K,O,598,Union Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GY,,2013,,0,17 3,21-No Parking (street clean),,,
8021916849,FHL4878,NY,PAS,06/12/2015,68,SUBN,CHEVR,T,26530,28330,93430,,0084,84,84,357114,T301,E,0611P,,K,F,8,Clark St,,01/05/0001 12:00:00 PM,408,a1,,,,,BLUE,,2008,,0,210J,68-Not Pkg. Comp. w Psted Sign,,,
1370207360,FAL5329,NY,PAS,06/23/2014,21,SUBN,LEXUS,S,14630,35430,35480,,0061,61,0,907328,KS15,0000,0748A,,,F,1405,AVE U,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0730A,0800A,WHT,0,2013,-,0,,,,,
7108743620,DXM3029,NY,PAS,06/10/2015,71,SUBN,HONDA,T,5780,6230,6330,,0078,78,78,361855,T302,P,0623P,,K,F,386,7th Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2007,,0,56 3,71A-Insp Sticker Expired (NYS),,,
8033522770,FCF2849,NY,PAS,04/23/2015,37,SUBN,CHRYS,T,33030,54830,73650,,0090,90,90,357351,T301,C,1202P,1156A,K,F,171,Division Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,BK,,2015,328-3052,0,14 3,37-Expired Muni Meter,,,
8005035007,19621JT,NY,COM,03/17/2015,51,DELV,INTER,T,5640,0,0,,108,108,108,359317,T401,O,0158P,,Q,I,E,10th St,25ft N/of 44th Rd,01/05/0001 12:00:00 PM,408,e3,,,,,BROWN,,2005,,0,W 41,51-Sidewalk,,,
7773857611,GHN4734,NY,PAS,04/28/2015,38,SUBN,JEEP,T,0,0,0,,0040,40,40,362174,T201,F,0343P,,BX,I,S,E 152nd St,20ft E/of 3rd Ave,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,RD,,2011,,0,59 2,38-Failure to Display Muni Rec,,,
7022305559,405RYY,CT,PAS,06/26/2015,38,4DSD,HONDA,T,50290,25150,25160,,107,107,107,361842,T402,C,0428P,,Q,F,184-08,Horace Harding Expy,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,SILVE,,0,,0,08 4,38-Failure to Display Muni Rec,,,
8014157679,GTA7031,NY,PAS,11/26/2014,38,4DSD,NISSA,T,42730,58730,23330,,0079,79,79,361328,T301,H,0355P,,K,O,1393,Fulton St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2009,,0,09 3,38-Failure to Display Muni Rec,,,
7945198569,10018MA,NY,COM,01/05/2015,21,VAN,FORD,T,20490,10595,97510,,0007,7,7,355179,T101,H,1019A,,NY,F,477,F D R Dr,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,WHITE,,2010,,0,18 1,21-No Parking (street clean),,,
7945198569,10018MA,NY,COM,01/05/2015,21,VAN,FORD,T,20490,10595,97510,,0007,7,7,355179,T101,H,1019A,,NY,F,477,F D R Dr,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,WHITE,,2010,,0,18 1,21-No Parking (street clean),,,
7345472437,2BW4307,MD,PAS,02/07/2015,19,4DSD,TOYOT,T,14510,35170,35190,,0017,17,17,330692,T503,B1,0914A,,NY,O,106,Central Park West.,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,RED,,0,,0,07 7,19-No Stand (bus stop),,,
7065872180,GJP8479,NY,PAS,09/04/2014,21,SUBN,TOYOT,T,69530,67030,64830,,0067,67,67,349535,T302,Q,0924A,,K,O,708,Parkside Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GY,,2002,,0,T 32,21-No Parking (street clean),,,
7065872180,GJP8479,NY,PAS,09/04/2014,21,SUBN,TOYOT,T,69530,67030,64830,,0067,67,67,349535,T302,Q,0924A,,K,O,708,Parkside Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0830A,1000A,GY,,2002,,0,T 32,21-No Parking (street clean),,,
8012096020,AP953M,NJ,PAS,02/24/2015,14,DELV,INTER,T,9440,42070,39595,,109,109,109,357763,T401,E,0831A,,Q,F,131-42,40th Rd,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,50-A,14-No Standing,,,
7507148154,GMH9912,NY,PAS,01/02/2015,16,4DSD,HONDA,T,93250,54650,21130,,0084,84,84,346173,T301,C,1055A,,K,F,81,Willoughby St,,01/05/0001 12:00:00 PM,408,k2,,YYYYYYY,1000A,0400P,WH,,2003,,0,05 3,16A-No Std (Com Veh) Non-COM,,,
7507148154,GMH9912,NY,PAS,01/02/2015,16,4DSD,HONDA,T,93250,54650,21130,,0084,84,84,346173,T301,C,1055A,,K,F,81,Willoughby St,,01/05/0001 12:00:00 PM,408,k2,,YYYYYYY,1000A,0400P,WH,,2003,,0,05 3,16A-No Std (Com Veh) Non-COM,,,
7434799950,DSM1449,NY,PAS,01/14/2015,21,SUBN,TOYOT,T,44690,0,0,,105,105,105,356248,T402,L,0948A,,Q,I,N,Farmers Blvd,80ft E/of Merrick Bl,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BK,,2002,,0,I 42,21-No Parking (street clean),,,
7434799950,DSM1449,NY,PAS,01/14/2015,21,SUBN,TOYOT,T,44690,0,0,,105,105,105,356248,T402,L,0948A,,Q,I,N,Farmers Blvd,80ft E/of Merrick Bl,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BK,,2002,,0,I 42,21-No Parking (street clean),,,
8011724370,GVC5681,NY,PAS,02/07/2015,71,SUBN,JEEP,T,27276,23185,40420,,105,105,105,345518,T402,M,0655A,,Q,F,14951,258th St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,TN,,1999,,0,M 42,71A-Insp Sticker Expired (NYS),,,
7741573822,29865JV,NY,COM,02/09/2015,69,PICK,TOYOT,T,13610,19890,13310,,0006,6,6,351250,T105,D,0458P,,NY,F,611,Broadway,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WHITE,,2006,,0,089,69-Failure to Disp Muni Recpt,,,
7487553395,FTG7666,NY,PAS,05/19/2015,21,SUBN,GMC,T,93060,0,0,,0090,90,90,358226,T301,C,1144A,,K,I,S,Williamsburg St West,50ft E/of Bedford Av,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BL/,,1999,,0,14 3,21-No Parking (street clean),,,
7503534035,35638JS,NY,COM,07/01/2014,38,VAN,CHEVR,T,73720,27030,27060,,0052,52,52,356217,T201,H,1258P,,BX,F,2063,Webster Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WHITE,,2007,,0,51 2,38-Failure to Display Muni Rec,,,
8014328528,GFP3864,NY,OMS,02/14/2015,67,4DSD,HONDA,T,0,0,0,,0070,70,70,361064,T302,B,1228P,,K,I,S,Church Ave,0ft E/of E 37th St,01/05/0001 12:00:00 PM,408,f7,,,,,WH,,2014,,0,09 3,67-Blocking Ped. Ramp,,,
1366511657,EDG7459,NY,PAS,07/08/2014,67,SDN,TOYOT,P,8440,18890,19040,,115,115,169,955240,0169,0000,0244P,,Q,F,96-20,34TH AVE,,01/05/0001 12:00:00 PM,408,E5,,BBBBBBB,ALL,ALL,TAN,0,1998,-,0,,,,,
7326743381,DRR8940,NY,PAS,02/18/2015,16,SUBN,HONDA,T,18730,24890,10210,,0019,19,19,352009,T103,E,0955A,,NY,F,177,E 87th St,,01/05/0001 12:00:00 PM,408,k2,,YYYYY,0800A,0600P,BROWN,,2013,,0,60 7,16A-No Std (Com Veh) Non-COM,,,
7569774346,GEX7768,NY,PAS,07/18/2014,21,4DSD,MERCU,T,23620,12550,45720,,0041,41,41,359299,T202,B,1154A,,BX,O,691,Dawson St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1130A,0100P,BL,,2006,,0,17A,21-No Parking (street clean),,,
8035519980,EWR115,VT,PAS,06/22/2015,21,SUBN,DODGE,T,43330,26730,41930,,0079,79,79,358114,T301,A,0918A,,K,F,215,Gates Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,BLUE,,0,,0,09 3,21-No Parking (street clean),,,
8005919931,GPR2660,NY,PAS,11/28/2014,21,SUBN,FORD,T,35250,14510,15710,,0020,20,20,359608,T103,CC,1012A,,NY,F,36,W 74th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,GR,,2002,,0,39 7,21-No Parking (street clean),,,
8033484550,89424JZ,NY,COM,03/26/2015,16,SUBN,HONDA,T,18290,10210,10110,,0019,19,19,361136,T103,CC,1041A,0928A,NY,O,200,E 65th St,,,408,k2,,Y,0800A,0700P,OTHER,,2006,,0,59 7,16-No Std (Com Veh) Com Plate,,,
8029471956,PVN1256,OH,PAS,05/19/2015,14,DELV,INTER,T,34470,13610,10610,,0014,14,14,357711,T106,I,0809P,,NY,O,141,W 35th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,SILVE,,0,,0,99 6,14-No Standing,,,
7455096677,TKG98X,NJ,PAS,08/02/2014,66,TRLR,STRIC,T,28890,0,0,,102,102,102,356572,T402,P,0144P,,Q,I,N,Atlantic Ave,10ft E/of 125th St,01/05/0001 12:00:00 PM,408,k4,,,,,WHITE,,0,,0,G 42,66-Detached Trailer,,,
7399131703,DQG7284,OH,PAS,01/17/2015,38,SUBN,HONDA,T,27050,21790,11115,,0001,1,1,358600,T105,C,0453P,,NY,O,89,Murray St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BLUE,,0,,0,027,38-Failure to Display Muni Rec,,,
7399131703,DQG7284,OH,PAS,01/17/2015,38,SUBN,HONDA,T,27050,21790,11115,,0001,1,1,358600,T105,C,0453P,,NY,O,89,Murray St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BLUE,,0,,0,027,38-Failure to Display Muni Rec,,,
7535986298,42940JM,NY,COM,01/30/2015,19,DELV,NS/OT,T,44930,77430,52530,,0090,90,90,355674,T301,G,0327P,,K,F,395,Graham Ave,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,0,,0,15 3,19-No Stand (bus stop),,,
7744248363,GNS3637,NY,OMS,09/12/2014,46,4DSD,HYUND,T,34220,26730,26760,,0042,42,42,355289,T201,N,0839A,,BX,O,1338,Fulton Ave,,01/05/0001 12:00:00 PM,408,f1,,,,,GY,,2013,,0,P 21,46A-Double Parking (Non-COM),,,
8017362626,GNW2759,NY,PAS,03/10/2015,20,4DSD,LINCO,T,14130,38030,38080,,0069,69,69,331845,T302,L,0719A,,K,O,9514,Avenue K,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0700A,0400P,BLACK,,2014,,0,T 32,20A-No Parking (Non-COM),,,
7121143719,61051JY,NY,COM,05/12/2015,38,DELV,WORKH,T,10150,0,0,,111,111,111,361275,T401,J,0127P,,Q,I,N,45th Dr,50ft W/of Bell Blvd,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,2009,,0,43 4,38-Failure to Display Muni Rec,,,
7508752272,FZY1734,NY,PAS,06/01/2015,21,4DSD,MITSU,T,67820,26610,26640,,0044,44,44,359331,T201,M,0939A,,BX,F,1052,Teller Ave,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0930A,1100A,BK,,1997,,0,H 21,21-No Parking (street clean),,,
7426325787,XX743E,NJ,PAS,10/15/2014,14,VAN,HINO,T,0,0,0,,0001,1,1,346381,T105,E,0114P,,NY,I,E,Washington St,0ft N/of Morris St,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,WHITE,,0,,0,091,14-No Standing,,,
7636276628,AE95357,AZ,PAS,08/05/2014,78,VAN,FORD,T,61730,73190,70030,,0079,79,79,354144,T802,B,1055P,,K,O,675,Monroe St,,01/05/0001 12:00:00 PM,408,k6,,YYYYYYY,0900P,0500A,WHITE,,0,,0,Q 31,78-Nighttime PKG on Res Street,,,
8015122417,GVJ5721,NY,PAS,03/18/2015,21,4DSD,HONDA,T,10210,19150,19170,,0023,23,23,355567,T103,G,0741A,,NY,F,1988,3rd Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0730A,0800A,WH,,2015,,0,CC1,21-No Parking (street clean),,,
8008204357,GRT4590,NY,PAS,08/10/2014,71,4DSD,MITSU,T,31190,36870,36910,,0030,30,30,357736,T103,L,0938A,,NY,F,906,St Nicholas Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,0,,0,O 77,71A-Insp Sticker Expired (NYS),,,
8023761924,EKE9926,NY,PAS,03/11/2015,21,2DSD,HONDA,T,35030,73030,54050,,0061,61,61,341913,T302,M,0846A,,K,O,1856,E 5th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BLACK,,2008,,0,B2 3,21-No Parking (street clean),,,
7637424303,ENW4192,NY,PAS,03/10/2015,71,4DSD,TOYOT,T,15910,36610,36630,,0030,30,30,354084,T103,L,0138P,,NY,O,310,Convent Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2003,,0,CC1,71A-Insp Sticker Expired (NYS),,,
8004735241,FWD5010,NY,PAS,01/17/2015,38,SUBN,LINCO,T,28830,14380,73030,,0061,61,61,357698,T302,A,0936A,,K,F,2013,Coney Island Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2004,,0,03 3,38-Failure to Display Muni Rec,,,
8004735241,FWD5010,NY,PAS,01/17/2015,38,SUBN,LINCO,T,28830,14380,73030,,0061,61,61,357698,T302,A,0936A,,K,F,2013,Coney Island Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,2004,,0,03 3,38-Failure to Display Muni Rec,,,
7833136797,XS4510,NJ,PAS,07/26/2014,47,DELV,MITSU,T,10410,17510,17530,,0013,13,13,359618,T102,H,0323P,,NY,F,225,5th Ave,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,BLACK,,0,,0,26 6,47-Double PKG-Midtown,,,
8006925112,FYW6854,NY,PAS,11/25/2014,37,SUBN,CHEVR,T,56530,20530,47100,,0084,84,84,361084,T301,S,0148P,0142P,K,O,261,Livingston St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BL,,2005,301-3532,0,05 3,37-Expired Muni Meter,,,
7485978196,DPS6509,NY,PAS,03/02/2015,38,SUBN,INFIN,T,40890,0,0,,106,106,106,361836,T402,D,0208P,,Q,I,W,Cross Bay Blvd,120ft S/of 157th Ave,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,WH,,2009,,0,27 4,38-Failure to Display Muni Rec,,,
7563583592,26691PC,NY,COM,09/04/2014,38,TRLR,MACK,T,77150,14420,49170,,0043,43,43,361104,T202,E,0835A,,BX,F,2084,White Plains Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0800P,ORANG,,0,,0,01A,38-Failure to Display Muni Rec,,,
